Epoch,Train Loss,Validation Loss
1,0.014781330783457102,0.011468870099633932
2,0.010099879457606925,0.010132956240947047
3,0.00858234859130404,0.009428429960583648
4,0.00779807919359489,0.008678174500043193
5,0.007254268212646649,0.007541154123221834
6,0.0067487870728983,0.007641888844470183
7,0.006441568299238612,0.007747512233133118
8,0.006263938216442192,0.006936805827232699
9,0.006015446903351862,0.0065087945355723304
10,0.005767135889277802,0.006069449513840179
11,0.005642894534855611,0.005889199324883521
12,0.005541064321306777,0.00578478005869935
13,0.005389166010023506,0.0056951217508564396
14,0.005293988626920157,0.005640444462187588
15,0.005225454094224014,0.005947042101373275
16,0.005190640924968295,0.005486316435659925
17,0.005066048114787083,0.005864644267906745
18,0.005125025008293288,0.005576495663262904
19,0.004947611523020241,0.005353803668792049
20,0.004924344452651772,0.00527127676953872
21,0.004970358362681493,0.005127640984331568
22,0.004957973808134059,0.005496716010384262
23,0.004845537241078443,0.0052216155066465335
24,0.004826050885189492,0.00501879770308733
25,0.004804382780315103,0.005174644407816231
26,0.0047840101440932165,0.005068446121489008
27,0.004774639980766822,0.004766983135292928
28,0.004684953027413235,0.004805674310773611
29,0.00471124021642682,0.004909248906187713
30,0.0047243299646521205,0.004751555815649529
31,0.004687851244533384,0.004936278642465671
32,0.004621103134316702,0.004687532200478017
33,0.004592030277677081,0.004753821762278676
34,0.004601929563324194,0.00477280681176732
35,0.004601040974611769,0.0046546269635049
36,0.0045834107362237335,0.004967317528401812
37,0.0045388100263956295,0.004635545851973196
38,0.004699436509310528,0.004481884321042647
39,0.004479292696257969,0.0046634189784526825
40,0.004540503927011479,0.005300031470445295
41,0.004506337668260073,0.004600800224579871
42,0.004544061796345354,0.004681673560601969
43,0.004494265478045621,0.004542612237855792
44,0.0044410111044894335,0.004639845535469552
45,0.004466315723015918,0.004512155506139
46,0.004422549115334478,0.004468460916541517
47,0.004443398676812649,0.00452406188317885
48,0.0044301193163453325,0.004502521963634838
49,0.004483113411461582,0.004404037298324208
50,0.004376843431125487,0.00451081544936945
51,0.004404896842987016,0.004305035263920824
52,0.004427093199689176,0.0044079923536628485
53,0.004399892326595413,0.0043055935529991984
54,0.0043587534015092095,0.00464587666404744
55,0.004411175039487782,0.0043603495772307115
56,0.0044126082211732864,0.004261287802364677
57,0.004442966606065228,0.004328793302799265
58,0.00434750554294468,0.0044008898742807405
59,0.004358592728438141,0.004282220227954288
60,0.004352538446845436,0.004161896145281692
61,0.004378663619292212,0.004259770852513611
62,0.004420934721139503,0.00424703664612025
63,0.004340946091221528,0.004532502110426624
64,0.004348380039110444,0.004268488264642656
65,0.004329025103534396,0.004371616834153731
66,0.004387112140345077,0.0042167431286846595
67,0.004251420191648576,0.004377560593032588
68,0.004374521311481592,0.004217079219718774
69,0.004312682866437679,0.004280690821663787
70,0.004381748385148475,0.004192425209718446
71,0.004300768224958767,0.004368898497583966
72,0.004271771799697465,0.004250765293060492
73,0.004288303731890345,0.004185812237362067
74,0.004250143421813846,0.004285684204660356
75,0.004328059949198956,0.004286759804623823
76,0.004273476867793917,0.0042665111444269615
77,0.00429284548688982,0.004420152593714495
78,0.004302341423861615,0.0043613794259727
79,0.004329875225897644,0.0042341236645976705
80,0.004280393161844496,0.00424598716199398
81,0.004294641242521975,0.004330711090005934
82,0.004330893619791479,0.0043335558924203115
83,0.004263847130812235,0.004428900467852752
84,0.0042611435118659925,0.004268674354534596
85,0.004365787468011583,0.004176033583159248
86,0.004368994206710307,0.0041744529735296965
87,0.004320235118513239,0.004340611242999633
88,0.004323792179232581,0.004279319895431399
89,0.004265106812765537,0.004447767316984634
90,0.0042872456068105925,0.004213558102492243
91,0.0042559904096698435,0.004244832302598904
92,0.004271665187384766,0.004209916534212728
93,0.004291239069766356,0.004108431555020313
94,0.0042568880714358645,0.004218208758781354
95,0.004291185842793401,0.0041146635776385665
96,0.004317852965270815,0.004093031204926471
97,0.00425951741111406,0.004279777058400214
98,0.004271870760062525,0.0043552159719790024
99,0.004312932701059827,0.00413774970608453
100,0.004232010806214299,0.004216041027878721
101,0.00427428037473546,0.004207050757637869
102,0.00427998496882349,0.004326633643358946
103,0.00426918946558962,0.004300769146842261
104,0.00420911754439543,0.0042185436468571424
105,0.0042477141119757885,0.0042658735571118695
106,0.004262766118060697,0.004315001152766247
107,0.004265010109389419,0.004106141180576135
108,0.004261494198864377,0.004357924840102593
109,0.004298294493760746,0.004001823447955151
110,0.004231149811079507,0.004262111304948728
111,0.004202598549618579,0.004175223254909118
112,0.0042398785312265696,0.0041715800180099905
113,0.0042302855353399706,0.004246739321388304
114,0.004226325157408913,0.004153193537301074
115,0.004294045969030006,0.004230824900635828
116,0.0042696891211996876,0.004268166764328877
117,0.004252243288876573,0.004035269531110923
118,0.004236975971080766,0.004107833238473783
119,0.004315905960964727,0.004190154916917284
120,0.004281501287829365,0.0041107093372071786
121,0.0042752583347563005,0.004518641818625231
122,0.004232358191632204,0.004077697987668216
123,0.004247071830815896,0.004183189827017486
124,0.004280733940955084,0.004373193388649573
125,0.004224307043268136,0.004068268307795127
126,0.004187062915481694,0.004083269838398944
127,0.004242489394429769,0.004111896986917903
128,0.004222675926169498,0.004065094923134893
129,0.004275014385925018,0.004111538641154766
130,0.004217421459789212,0.004090143910919626
131,0.004181118593928781,0.004086701800891508
132,0.004198996460291784,0.0042347437314068275
133,0.0042482935015934415,0.004208027016526709
134,0.004172961766672161,0.0044679731751481695
135,0.00434292268075116,0.0044438518428554135
136,0.0042213033391833975,0.004173653433099389
137,0.004238717220220211,0.0040620203750828905
138,0.004262029679978753,0.004073983058333397
139,0.004181024505177865,0.004202094743959606
140,0.004213747005230068,0.00416303490055725
141,0.004273210463390962,0.0040210818212168915
142,0.004219398541199799,0.00420992128783837
143,0.004321065992494491,0.004526224724637966
144,0.004247180598385229,0.004079350541966657
145,0.004243378696317138,0.004156748492581149
146,0.004259320959734084,0.004269807521874706
147,0.004283183492376125,0.004110943351406604
148,0.004242362868804317,0.004310789828499158
149,0.004279345291800931,0.0043924248311668634
150,0.004228937996526224,0.0041059830303614335
151,0.004245734483062348,0.004106255306396633
152,0.00420415704453213,0.004106199485249817
153,0.004261774906620114,0.004376385205735763
154,0.004236053032506895,0.004145529470406473
155,0.004201805890277699,0.004112374173322071
156,0.004227354879247713,0.004201604674259822
157,0.004204324287202981,0.0042429818616559105
158,0.004226477709724693,0.004418352502398193
159,0.004260174559873974,0.004263781088714798
160,0.0042413536087937045,0.004175889422185719
161,0.004227092721382038,0.004321855977953722
162,0.004201862770174672,0.0042699636542238295
163,0.0042553885865050396,0.004064811742864549
164,0.004242179837698738,0.004107526464698215
165,0.004264192839220233,0.004129495820961893
166,0.004301125584338028,0.004117750155273825
167,0.004238059818702708,0.004393452972484131
168,0.004236036018040535,0.004267260335230579
169,0.004208031844616205,0.004021882312372327
170,0.0042320212773005435,0.004160048090852797
171,0.004238174480453201,0.004138330036463837
172,0.004214135536647125,0.0044786591703693075
