Epoch,Train Loss,Validation Loss
1,0.008787741508318245,0.006757838185876608
2,0.005253701488982188,0.004894485968785982
3,0.004073677600120261,0.005126369806627433
4,0.003894584340741858,0.0034788746076325574
5,0.003272113093824406,0.0038702727761119604
6,0.0030559348327057834,0.0037281468782263496
7,0.0029742368673656267,0.003618440493786087
8,0.0030027838518955313,0.003271852736361325
9,0.002895324909851687,0.003290846827439964
10,0.0029031807633665657,0.0036243420715133348
11,0.003034305596624368,0.0035583074980725846
12,0.0029640352500531924,0.0032202371706565223
13,0.0026480177897870555,0.00265855798109745
14,0.0026873212279627167,0.0034082993709792695
15,0.0027287232286263524,0.0034867004142142832
16,0.002617852323490766,0.003244800590133915
17,0.002715711464199038,0.003082077057721714
18,0.0028801960427650946,0.0033429815666750073
19,0.0025707349128164685,0.0033074558984177807
20,0.0027251258708409815,0.0036998523476844034
21,0.002605735167370377,0.0035009517644842467
22,0.002679244368534585,0.002649023682655146
23,0.0026069536504240076,0.0026922207519722483
24,0.0024501892401401293,0.002941449075782051
25,0.0024943403441284318,0.002890233687746028
26,0.002666339939813562,0.00346760282991454
27,0.0026619175873098095,0.003203912521712482
28,0.0027527466268760952,0.0031703750137239695
29,0.0028455920889557873,0.0031006137918060026
30,0.002721204304439847,0.0028745849655630686
31,0.0026461316280931768,0.0033003941061906517
32,0.002724257393440764,0.0030116851752003035
33,0.002527809907665609,0.0034202358219772577
34,0.0025501070678209154,0.0029428633667218187
35,0.0024109528811615227,0.0031317732840155563
36,0.0025849354985569206,0.003367973491549492
37,0.002664950185525023,0.003641759278252721
38,0.0025104631521181936,0.003063013505501052
39,0.0024226134508873137,0.003084124550999453
40,0.0024700433776680647,0.0027203194913454354
41,0.0025460812425340657,0.0029820145767492554
42,0.0024345103042183575,0.0029302046556646624
43,0.0024386102949003024,0.0028609823008688786
44,0.0024898879112567685,0.002884114859625697
45,0.002388834801032707,0.0031490238422217467
46,0.0023390035728100755,0.002395517542026937
47,0.002321438030776335,0.002832591339635352
48,0.0023307074474782246,0.0032780471180255213
49,0.002389979949449688,0.003364642499946058
50,0.002454964044773078,0.0026415583367149034
51,0.002357109973153066,0.0027811999316327274
52,0.0023785374302990802,0.0028097770797709623
53,0.0024454954634295844,0.0025923008603664735
54,0.002389377882244454,0.0029799926172321043
55,0.002306647735947211,0.0030346005417717
56,0.0023049666912941446,0.0027167333367591104
57,0.00235704570046177,0.003013982903212309
58,0.002508147113629836,0.002702736877836287
59,0.0023710873512235203,0.0027933593082707375
60,0.0024225142723090748,0.002986363115875671
61,0.0023986810462832053,0.00310922796294714
62,0.0023731280972632313,0.0030182562865472087
63,0.0023303269561470836,0.002864397674178084
64,0.0022423374710862326,0.002675405606472244
65,0.002316070881663888,0.0024963668741596243
66,0.0023966330539094216,0.002981886616908014
67,0.002485639628762978,0.002679247952376803
68,0.002346965331266152,0.0030528209948291383
69,0.002346610203598435,0.0028354877528424063
70,0.0023049254133573932,0.0030764738330617547
71,0.0022677470263293537,0.003016775978418688
72,0.002296467226967382,0.0026819057723817727
73,0.002866803849298906,0.0029113099056606493
74,0.0026156871941306497,0.002587571390904486
75,0.0022886429734561326,0.002926143196721872
76,0.002401572134008997,0.003449326536307732
77,0.0026822252445656758,0.0034734603638450303
78,0.0023436114495650274,0.00270090252161026
79,0.0022436664678804974,0.002736127353273332
80,0.0023282088617894,0.002532817927810053
81,0.002617055940715675,0.0028763926626803973
82,0.0023273103963999476,0.0029758058371953666
83,0.002440666515342725,0.003104021384691199
84,0.0022589266929133245,0.002964379246501873
85,0.0022644336661739673,0.0026690519880503416
86,0.0024307768243748535,0.002756910767251005
87,0.002272694224042685,0.002621539072909703
88,0.0023062618037589084,0.002987041138112545
89,0.002216423870777362,0.003067953473267456
90,0.002189189171726217,0.002773642734003564
91,0.0022086199400551516,0.0027005811765169105
92,0.002340617960206665,0.0024788709124550223
93,0.002453781699711856,0.0027296337066218257
94,0.002285533626750943,0.003204063803423196
95,0.0022509623310855075,0.0026176779065281153
96,0.0023245885609607547,0.002776935424966117
97,0.0022301781468060866,0.0029775750590488315
98,0.002285403579402815,0.0030423584394156933
99,0.002290714910535436,0.002529899744937817
100,0.0021495103350649253,0.002731914554412166
101,0.0022847513204656673,0.0029972311264524856
102,0.002451729860955051,0.0026318500167690217
103,0.0024364509720596417,0.0027180525745886066
104,0.0022663012620926437,0.0023662217038994036
105,0.0023240362674446908,0.0024288359369772175
